ASSETID,LOCATION,LEGACYID,STYPE,CONTROLTYPE,WARRANTYDATE,MAINTENANCESECTION,LIFECYCLESTATUS,INSTALLDATE,CONDITION,CONDITIONDATE,OWNEDBY,MAINTAINEDBY,PRIMARYIMAGE,RECORDEDLENGTH,ROTATION,COLLECTIONMETHOD,SOURCENOTES,SIGNAL,SIGN,GATE,WORKAREA,COMMUNITY,FULLSTREETNAME1,FULLSTREETNAME2,FULLSTREETNAME3,FULLSTREETNAME4,DIRECTION1,DIRECTION2,STREETNAMEID1,STREETNAMEID2,STREETNAMEID3,STREETNAMEID4,SEGCOUNT,EDITORCOMMENT,LASTUPDATE,LASTEDITOR,CREATEDATE,CREATEEDITOR,GLOBALID,geometry,longitude,latitude
147753,HARDY ST and LAKESHORE DR,7038,Continuous,Yield sign,,,ACT,,LAKESHORE DR,,1.0,1.0,HARDY ST,,,0.0,LAKESHORE DR|HARDY ST,,,,,,Hardy Street,Lake Shore Road,,,,,858.0,1092.0,,,1.0,,2022-12-13 21:03:11+00:00,TEK05PLA,,,{5CDC5942-5CC3-490F-8D89-11DD48D24D87},POINT (514708.60450000037 5157989.445699999),-80.80804649697144,46.575309474699836
147749,MORLOCK ST and LAKESHORE DR,7033,Continuous,Stop sign,,,ACT,,LAKESHORE DR,,1.0,1.0,MORLOCK ST,,,0.0,LAKESHORE DR|MORLOCK ST,,,,,,Morlock Street,Lake Shore Road,,,,,1382.0,1092.0,,,2.0,,2022-12-13 21:03:23+00:00,TEK05PLA,,,{1103A7E0-E7A3-467B-A765-E3FC58CCD4E9},POINT (514656.6138000004 5157937.455),-80.80872663877541,46.57484272682072
147746,PARKINSON ST and LAKESHORE DR,7029,Continuous,Stop sign,,,ACT,,PARKINSON ST,,1.0,1.0,LAKESHORE DR,,,0.0,PARKINSON ST|LAKESHORE DR,,,,,,Parkinson Street,Lake Shore Road,,,,,1541.0,1092.0,,,2.0,,2022-12-13 21:03:33+00:00,TEK05PLA,,,{2606B2A2-CBF8-45E8-AC43-B03997ED1DDB},POINT (514598.14070000034 5157880.3049),-80.80949152763272,46.57432968431534
147742,RIX ST and LAKESHORE DR,7023,Continuous,Stop sign,,,ACT,,LAKESHORE DR,,1.0,1.0,RIX ST,,,0.0,LAKESHORE DR|RIX ST,,,,,,Lake Shore Road,Rix Street South,,,,,1092.0,1694.0,,,2.0,,2022-12-13 21:03:45+00:00,TEK05PLA,,,{37297B09-FC89-42D4-BBF7-E49538E42C7D},POINT (514540.49450000003 5157824.352),-80.81024557344806,46.573827392796645
147738,HAPPY VALLEY RD and LAKESHORE DR,7018,Continuous,All-way stop,,,ACT,,LAKESHORE DR,,1.0,1.0,HAPPY VALLEY RD,,,0.0,LAKESHORE DR|HAPPY VALLEY RD,,,,,,Lake Shore Road,Macdonnel Street,Macdonnel Street,,,,1092.0,1222.0,1222.0,,2.0,,2022-12-13 21:04:04+00:00,TEK05PLA,,,{984E1926-E87E-4316-96C7-6C8FFD9507A1},POINT (514481.17480000015 5157766.7257),-80.81102149661533,46.57331007274351
147732,BENNET ST and LAKESHORE DR,7010,Continuous,Stop sign,,,ACT,,LAKESHORE DR,,1.0,1.0,BENNET ST,,,0.0,LAKESHORE DR|BENNET ST,,,,,,Lake Shore Road,Bennet Street,,,,,1092.0,167.0,,,2.0,,2022-12-13 21:04:16+00:00,TEK05PLA,,,{BFA75073-26AA-49EE-AC83-38B617346CF9},POINT (514425.08299999963 5157711.110099999),-80.81175521914052,46.57281077312653
147724,LAKESHORE DR and HODGE ST,7005,Continuous,No control,,,ACT,,HODGE ST,,1.0,1.0,LAKESHORE DR,,,0.0,HODGE ST|LAKESHORE DR,,,,,,Lake Shore Road,Hodge Street,,,,,1092.0,922.0,,,2.0,,2022-12-13 21:04:34+00:00,TEK05PLA,,,{D13195B3-8C87-476C-B8FB-211F2F72CCC4},POINT (514364.8531999998 5157656.939200001),-80.81254288278065,46.57232455865773
147720,BENNET ST and HODGE ST,6995,Continuous,Stop sign,,,ACT,,BENNET ST,,1.0,1.0,HODGE ST,,,0.0,BENNET ST|HODGE ST,,,,,,Hodge Street,Hodge Street,,,,,922.0,922.0,,,1.0,,2022-12-13 21:04:48+00:00,TEK05PLA,,,{49C0DF4E-8E1B-4CD8-9BD9-DA23C1E19AF8},POINT (514306.4966000002 5157828.797),-80.81329910776856,46.57387241943061
782091,"LONGYEAR DR, FALCONBRIDGE HWY & EDISON ROAD",,Roundabout,No control,,SE,ACT,,,,1.0,1.0,,,0.0,10.0,Longyear (Plan and Profiles).dwg,,,,990,,Falconbridge Road,Longyear Drive,Edison Road,,,,637.0,1203.0,565.0,,3.0,,2022-12-13 21:05:09+00:00,TEK05PLA,2022-11-24 21:44:09+00:00,TEK05PLA,{AC125380-871A-40BF-8BF0-0C2153700ED1},POINT (513632.41110000014 5157794.0919),-80.82209695293817,46.57357411277373
147980,BEAUDRY RD and 17 HWY,7187,Continuous,No control,,,ACT,,BEAUDRY RD,,1.0,1.0,17 HWY,,,0.0,BEAUDRY RD|17 HWY,,,,,,Highway 17 East,Highway 17 East,,,,,3.0,3.0,,,1.0,,2022-12-13 21:05:35+00:00,TEK05PLA,,,{1813E4AB-917D-4E7C-8AAC-D69CDFB887F4},POINT (519850.9397999998 5149791.794500001),-80.74128808219835,46.50140323474371
147243,O'NEIL DR and FALCONBRIDGE HWY,6508,Continuous,Stop sign,,,ACT,,FALCONBRIDGE HWY,,1.0,1.0,O'NEIL DR,,,0.0,FALCONBRIDGE HWY|O'NEIL DR,,,,,,Falconbridge Road,O'Neil Drive West,,,,,637.0,1506.0,,,1.0,,2022-12-13 21:06:23+00:00,TEK05PLA,,,{006B8866-77C5-405D-9057-5BB2A11B86C2},POINT (509626.8306 5155179.8159),-80.8744239420775,46.55011645402625
147238,O'NEIL DR and RODNEY ST,6501,Continuous,Stop sign,,,ACT,,O'NEIL DR,,1.0,1.0,RODNEY ST,,,0.0,O'NEIL DR|RODNEY ST,,,,,,O'Neil Drive West,Rodney Street,,,,,1506.0,1705.0,,,1.0,,2022-12-13 21:06:36+00:00,TEK05PLA,,,{559A0899-9400-4253-9D0C-30C95F154208},POINT (509377.36230000015 5155216.659600001),-80.87767734938333,46.55045155314353
147233,O'NEIL DR and EVA ST,6500,Continuous,Stop sign,,,ACT,,O'NEIL DR,,1.0,1.0,EVA ST,,,0.0,O'NEIL DR|EVA ST,,,,,,Eva Street,O'Neil Drive West,,,,,616.0,1506.0,,,2.0,,2022-12-13 21:06:59+00:00,TEK05PLA,,,{ADC30E75-CDF7-40A8-B661-4CC3D72383DA},POINT (509251.5262000002 5155215.4954),-80.87931883315359,46.55044281942046
147229,O'NEIL DR and PILOTTE RD,6495,Continuous,Stop sign,,,ACT,,O'NEIL DR,,1.0,1.0,PILOTTE RD,,,0.0,O'NEIL DR|PILOTTE RD,,,,,,O'Neil Drive West,Pilotte Road,,,,,1506.0,1585.0,,,2.0,,2022-12-13 21:07:09+00:00,TEK05PLA,,,{04E9709D-0B10-46BB-A696-C7FA87D29E7F},POINT (509195.3985000001 5155215.259299999),-80.88005099175254,46.55044146469453
147226,PILOTTE RD and LAWRENCE ST,6489,Continuous,Yield sign,,,ACT,,LAWRENCE ST,,1.0,1.0,PILOTTE RD,,,0.0,LAWRENCE ST|PILOTTE RD,,,,,,Lawrence Street,Pilotte Road,,,,,1150.0,1585.0,,,2.0,,2022-12-13 21:07:27+00:00,TEK05PLA,,,{9711B5D9-23A6-41C9-83A0-6D9A8DD45B26},POINT (509130.40940000024 5155142.281099999),-80.8809001741771,46.54978558642015
147228,LAWRENCE ST and FALCONBRIDGE HWY,6492,Continuous,Stop sign,,,ACT,,FALCONBRIDGE HWY,,1.0,1.0,LAWRENCE ST,,,0.0,FALCONBRIDGE HWY|LAWRENCE ST,,,,,,Falconbridge Road,Lawrence Street,,,,,637.0,1150.0,,,1.0,,2022-12-13 21:07:48+00:00,TEK05PLA,,,{AA7117D6-C857-4C5D-9940-043DB3AAE5E2},POINT (509143.02699999977 5154967.851500001),-80.88073902494143,46.54821564328047
147213,PILOTTE RD and IMPERIAL DR,6477,Continuous,Yield sign,,,ACT,,PILOTTE RD,,1.0,1.0,IMPERIAL DR,,,0.0,PILOTTE RD|IMPERIAL DR,,,,,,Pilotte Road,Pilotte Road,,,,,1585.0,1585.0,,,1.0,,2022-12-13 21:08:05+00:00,TEK05PLA,,,{A871A5E7-73DC-4AE0-BFE4-D72AF4E01DE4},POINT (508866.8326000003 5154921.3665),-80.88434256543,46.54780100259084
147207,IMPERIAL DR and NEWTON CRES,6475,Continuous,Yield sign,,,ACT,,NEWTON CRES,,1.0,1.0,IMPERIAL DR,,,0.0,NEWTON CRES|IMPERIAL DR,,,,,,Imperial Drive,Newton Crescent,,,,,951.0,1435.0,,,1.0,,2022-12-13 21:08:19+00:00,TEK05PLA,,,{837A5CD9-76F1-48EE-B22D-64BC6DBA4A77},POINT (508842.6645999998 5154983.216),-80.88465662898703,46.548357932956776
147208,IMPERIAL DR and ROYAL CRT,6472,Continuous,Stop sign,,,ACT,,IMPERIAL DR,,1.0,1.0,ROYAL CRT,,,0.0,IMPERIAL DR|ROYAL CRT,,,,,,Imperial Drive,Royal Court,,,,,951.0,1728.0,,,1.0,,2022-12-13 21:08:30+00:00,TEK05PLA,,,{D82D7745-DCFB-4D72-A719-7D4864BDF23B},POINT (508840.91330000013 5155040.989499999),-80.88467837170104,46.5488778862183
147205,KING'S CRES and IMPERIAL DR,6470,Continuous,Stop sign,,,ACT,,IMPERIAL DR,,1.0,1.0,KING'S CRES,,,0.0,IMPERIAL DR|KING'S CRES,,,,,,Imperial Drive,Kings Crescent,,,,,951.0,1056.0,,,1.0,,2022-12-13 21:08:42+00:00,TEK05PLA,,,{BD326174-50FD-4FE4-9C56-66DA656EFAA8},POINT (508820.6584999999 5155094.8343),-80.88494155257385,46.54936272627799
147201,IMPERIAL DR and NEWTON CRES,6464,Continuous,Yield sign,,,ACT,,IMPERIAL DR,,1.0,1.0,NEWTON CRES,,,0.0,IMPERIAL DR|NEWTON CRES,,,,,,Newton Crescent,Imperial Drive,,,,,1435.0,951.0,,,2.0,,2022-12-13 21:08:52+00:00,TEK05PLA,,,{0DD3425C-AD3A-4CE6-B659-354B0139A51B},POINT (508747.13850000035 5155130.613500001),-80.88589988559808,46.549685680228755
147198,NEWTON CRES and QUEEN'S CRT,6462,Continuous,No control,,,ACT,,NEWTON CRES,,1.0,1.0,QUEEN'S CRT,,,0.0,NEWTON CRES|QUEEN'S CRT,,,,,,Newton Crescent,Queen's Court,,,,,1435.0,1628.0,,,1.0,,2022-12-13 21:09:32+00:00,TEK05PLA,,,{7FD12FC2-EDAF-440A-97F2-73BD37F49843},POINT (508721.9698000001 5155055.635399999),-80.8862296023462,46.54901124495072
147214,O'NEIL DR and KING'S CRES,6478,Continuous,Stop sign,,,ACT,,KING'S CRES,,1.0,1.0,O'NEIL DR,,,0.0,KING'S CRES|O'NEIL DR,,,,,,Kings Crescent,O'Neil Drive West,,,,,1056.0,1506.0,,,2.0,,2022-12-13 21:09:47+00:00,TEK05PLA,,,{F356027C-41F7-4BCC-BC20-FC385BD04F11},POINT (508890.93460000027 5155215.936799999),-80.88402253750814,46.550451657273406
147203,O'NEIL DR and COVINGTON AVE,6469,Continuous,Stop sign,,,ACT,,O'NEIL DR,,1.0,1.0,COVINGTON AVE,,,0.0,O'NEIL DR|COVINGTON AVE,,,,,,Covington Avenue,O'Neil Drive West,,,,,431.0,1506.0,,,0.0,,2022-12-13 21:09:57+00:00,TEK05PLA,,,{FDD5E0BA-2891-43FF-8D3C-885FA0886592},POINT (508800.34109999985 5155217.7095),-80.88520424495232,46.550468802595724
147202,PARKVIEW DR and COVINGTON AVE,6466,Continuous,Stop sign,,,ACT,,PARKVIEW DR,,1.0,1.0,COVINGTON AVE,,,0.0,PARKVIEW DR|COVINGTON AVE,,,,,,Covington Avenue,Parkview Drive,,,,,431.0,1544.0,,,2.0,,2022-12-13 21:10:09+00:00,TEK05PLA,,,{3A60A425-75F1-44CD-9118-800D69700190},POINT (508787.18790000025 5155333.787599999),-80.88537362186844,46.55151361430806
147196,O'NEIL DR and IMPERIAL DR,6460,Continuous,Stop sign,,,ACT,,IMPERIAL DR,,1.0,1.0,O'NEIL DR,,,0.0,IMPERIAL DR|O'NEIL DR,,,,,,O'Neil Drive West,Imperial Drive,,,,,1506.0,951.0,,,2.0,,2022-12-13 21:10:21+00:00,TEK05PLA,,,{1AF4BCD0-F3DE-4185-B575-36F9671EA232},POINT (508692.9729000004 5155219.455800001),-80.88660477030291,46.550485915239726
147194,O'NEIL DR and PARKVIEW DR,6457,Continuous,Stop sign,,,ACT,,PARKVIEW DR,,1.0,1.0,O'NEIL DR,,,0.0,PARKVIEW DR|O'NEIL DR,,,,,,O'Neil Drive West,Parkview Drive,,,,,1506.0,1544.0,,,2.0,,2022-12-13 21:10:32+00:00,TEK05PLA,,,{A53DC244-984C-49CD-B5C2-806FC505F82E},POINT (508650.01379999984 5155220.4506),-80.88716512935841,46.55049542200758
147841,LAREN ST and BANK ST,7093,Continuous,Stop sign,,,ACT,,LAREN ST,,1.0,1.0,BANK ST,,,0.0,LAREN ST|BANK ST,,,,,,Laren Street,Bank Street,,,,,1125.0,122.0,,,2.0,,2022-12-13 18:17:14+00:00,TEK05PLA,,,{78FBF406-F6F1-4AA0-A003-6A50446838DB},POINT (516424.0513000004 5148378.7151),-80.78599933151413,46.488778524525685
147833,,,Continuous,Stop sign,,,ACT,,,,,,,,,,,,,,,,Bank Street,Edwin Street,,,,,122.0,573.0,,,1.0,,2022-12-13 18:17:25+00:00,TEK05PLA,,,{2D6FE77D-45E5-4E72-B2B5-735CACE24C4F},POINT (516353.4790000003 5148313.156300001),-80.78692116570315,46.48819024416971
147831,17 HWY and BANK ST,7079,Continuous,Stop sign,,,ACT,,17 HWY,,1.0,1.0,BANK ST,,,0.0,17 HWY|BANK ST,,,,,,Highway 17 East,Highway 17 East,,,,,3.0,3.0,,,1.0,,2022-12-13 18:17:41+00:00,TEK05PLA,,,{CB986B59-26DF-48D2-9DAC-F6BBEA7FCE01},POINT (516288.6825000001 5148215.1654),-80.78776886031645,46.48730994361147
147846,ANDREW ST and HILL ST,7098,Continuous,Stop sign,,,ACT,,ANDREW ST,,1.0,1.0,HILL ST,,,0.0,ANDREW ST|HILL ST,,,,,,Hill Street,Hill Street,,,,,909.0,909.0,,,1.0,,2022-12-13 18:18:12+00:00,TEK05PLA,,,{26A724E0-AF50-4E97-A02F-9854419DE9C6},POINT (516507.70079999976 5147500.065099999),-80.78494057331679,46.48086905686057
147921,,,Continuous,Stop sign,,,ACT,,,,,,,,,,,,,,,,Highway 17 East,Mill Road,,,,,3.0,1340.0,,,1.0,,2022-12-13 18:18:37+00:00,TEK05PLA,,,{C4D8D97F-5A16-4985-930A-34C34CA89C1F},POINT (518472.7489 5148967.9597),-80.75928222256557,46.49402836662036
147896,,,Continuous,No control,,,ACT,,,,,,,,,,,,,,,,Mill Road,Willow Street,,,,,1340.0,2541.0,,,1.0,,2022-12-13 18:19:01+00:00,TEK05PLA,,,{4A393E3E-95B4-4685-B88F-ED27794AE8F8},POINT (518012.3585999999 5148993.9321),-80.76528049573271,46.494274573153895
147889,,,Continuous,Stop sign,,,ACT,,,,,,,,,,,,,,,,Willow Street,Willow Street,,,,,2541.0,2541.0,,,2.0,,2022-12-13 18:19:29+00:00,TEK05PLA,,,{57C764DA-78C2-4296-BBC9-AD6E0BCEAEFE},POINT (517820.2516000001 5148960.6219),-80.76778510187218,46.493979907995005
147886,WILLOW ST and DEMPSEY RD,7123,Continuous,No control,,,ACT,,WILLOW ST,,1.0,1.0,DEMPSEY RD,,,0.0,WILLOW ST|DEMPSEY RD,,,,,,Dempsey Road,Willow Street,,,,,480.0,2541.0,,,0.0,,2022-12-13 18:19:52+00:00,TEK05PLA,,,{690394A0-0D6A-42DB-B09F-0B5634CE1EB0},POINT (517808.23950000014 5148925.273499999),-80.76794298281447,46.493662108105504
147892,FORESTVIEW CRT and BAYVIEW CRT,7125,Continuous,Stop sign,,,ACT,,FORESTVIEW CRT,,1.0,1.0,BAYVIEW CRT,,,0.0,FORESTVIEW CRT|BAYVIEW CRT,,,,,,Bayview Court,Forestview Court,,,,,137.0,712.0,,,1.0,,2022-12-13 18:20:04+00:00,TEK05PLA,,,{3E7FF49C-6504-4D27-9FCE-EE90591740E3},POINT (517876.52859999985 5149183.061799999),-80.76704321693694,46.49598026189442
147956,,,Continuous,No control,,,ACT,,,,,,,,,,,,,,,,Highway 17 East,Unnamed Private Road 187,,,,,3.0,2285.0,,,1.0,,2022-12-13 18:20:29+00:00,TEK05PLA,,,{959D6D36-FC85-461F-BB2B-A36577F35E6F},POINT (519377.33249999955 5149589.1423),-80.74746885986491,46.49959326732022
148003,,,Continuous,Stop sign,,,ACT,,,,,,,,,,,,,,,,Highway 17 East,Norvic Drive,,,,,3.0,1465.0,,,1.0,,2022-12-13 18:20:44+00:00,TEK05PLA,,,{043B2943-2ACB-414D-8576-941D4B6EEE40},POINT (521110.20019999985 5150116.5977),-80.7248619240196,46.504287986706544
148004,NORVIC DR and 17 HWY,7192,Continuous,No control,,,ACT,,17 HWY,,1.0,1.0,NORVIC DR,,,0.0,17 HWY|NORVIC DR,,,,,,Unnamed Private Road 208,Highway 17 East,,,,,2309.0,3.0,,,2.0,,2022-12-13 18:21:39+00:00,TEK05PLA,,,{75DB7B8A-57C6-4CBB-8E39-43A4F6399B8B},POINT (521144.0669999998 5150130.885199999),-80.72441987930645,46.50441550366241
148010,JOUDREY RD and 17 HWY,7195,Continuous,Stop sign,,,ACT,,JOUDREY RD,,1.0,1.0,17 HWY,,,0.0,JOUDREY RD|17 HWY,,,,,,Highway 17 East,Joudrey Road,,,,,3.0,1009.0,,,1.0,,2022-12-13 18:22:24+00:00,TEK05PLA,,,{C5AE338E-DCEB-4BB0-A91F-334A3376542B},POINT (521841.8315000003 5150438.1445),-80.7153112788257,46.507158391542234
148019,,,Continuous,No control,,,ACT,,,,,,,,,,,,,,,,Joudrey Road,Unnamed Private Road 210,,,,,1009.0,2312.0,,,1.0,,2022-12-13 18:22:44+00:00,TEK05PLA,,,{B3346124-4503-4FB1-BA9D-8C5CE0ED6107},POINT (522021.2252000002 5150228.9572),-80.7129829807655,46.5052699814628
147826,,,Continuous,Stop sign,,,ACT,,,,,,,,,,,,,,,,Laren Street,Roseland Drive,,,,,1125.0,1721.0,,,1.0,,2022-12-13 18:16:20+00:00,TEK05PLA,,,{ADB26D67-A745-4F79-BD83-644672259140},POINT (516208.8212000001 5148768.267999999),-80.78879012814238,46.49228952126378
148029,SPENCER RD and 17 HWY,7201,Continuous,Stop sign,,,ACT,,SPENCER RD,,1.0,1.0,17 HWY,,,0.0,SPENCER RD|17 HWY,,,,,,Highway 17 East,Spencer Road,,,,,3.0,1838.0,,,1.0,,2022-12-13 18:23:00+00:00,TEK05PLA,,,{20900685-F9E1-4787-BDC1-2DECC8CFE14B},POINT (522226.37370000035 5150671.681399999),-80.71028801412373,46.50924750518614
147396,MCDOUGALL ST and SCHOOL LANE,6693,Continuous,Stop sign,,,ACT,,MCDOUGAL ST,,1.0,1.0,SCHOOL LANE,,,0.0,MCDOUGAL ST|SCHOOL LANE,,,,,,McDougall Street,McDougall Street,,,,,1303.0,1303.0,,,2.0,,2022-12-13 19:32:25+00:00,TEK05PLA,,,{2AB00D79-B35A-4926-BD2B-FAF755A20841},POINT (510785.3025000002 5156655.8158),-80.8592781022388,46.56338203545684
147410,,,Continuous,No control,,,ACT,,,,,,,,,,,,,,,,School Lane,School Lane,,,,,1766.0,1766.0,,,1.0,,2022-12-13 19:32:38+00:00,TEK05PLA,,,{3D095128-0E75-4529-943D-7BE736FF4865},POINT (510920.65950000007 5156697.011600001),-80.85751105834476,46.56375058789179
144305,,,Dead end,,,,REM,,,,,,,,,,,,,,,,Unnamed Private Road 272,,,,,,2789.0,,,,1.0,,,,,,{031370AF-1A5A-4718-A72A-41EF3CD21D46},POINT (499620.73869999964 5142961.1722),-81.00493727357087,46.44022283788106
144312,,,Dead end,,,,REM,,,,,,,,,,,,,,,,Unnamed Private Road 270,,,,,,2788.0,,,,1.0,,,,,,{DA7EFC86-ED0D-4EA1-926D-3C57564A2169},POINT (499631.45440000016 5143077.853700001),-81.0047978673517,46.44127293618637
144359,,,Continuous,,,SS,REM,,,,,,,,269.0759,,,,,,1259,,Unnamed Private Road 273,Unnamed Private Road 273,,,,,2790.0,2790.0,,,1.0,,2020-01-20 10:35:45+00:00,TEK05PLA,,,{5579913B-7599-413B-A6E6-67FE6D0D630A},POINT (499680.66700000037 5143078.647500001),-81.00415719947804,46.441280105187616
144361,,,Continuous,,,SS,REM,,,,,,,,270.0,,,,,,1259,,Unnamed Private Road 273,Unnamed Private Road 273,,,,,2790.0,2790.0,,,1.0,,2020-01-20 10:35:45+00:00,TEK05PLA,,,{802361A7-33E2-491F-8C80-6C7F5D0A8332},POINT (499681.4606999997 5142961.1722),-81.00414678657708,46.440222869273924
144420,,,Continuous,,,SS,REM,,,,,,,,89.61280000000001,,,,,,1259,,Unnamed Private Road 274,Unnamed Private Road 275,,,,,2791.0,2792.0,,,1.0,,2020-01-20 10:35:46+00:00,TEK05PLA,,,{EB2C6CDC-2C21-48D1-A25F-06A8D1865E2D},POINT (499765.9952999996 5143076.2662),-81.00304636174738,46.4412587093116
144422,,,Continuous,,,,REM,,,,,,,,,,,,,,,,Unnamed Private Road 273,Unnamed Private Road 274,,,,,2790.0,2791.0,,,2.0,,,,,,{AFEB02A3-BF16-46CA-8C3F-1FCDFDFC0116},POINT (499767.9797 5142872.6689),-81.00302042682434,46.43942640593298
147411,RULE ST and HENRY ST,6708,Continuous,Yield sign,,,ACT,,RULE ST,,1.0,1.0,HENRY ST,,,0.0,RULE ST|HENRY ST,,,,,,Rule Street,Henry Street,,,,,1731.0,889.0,,,3.0,,2022-12-13 19:32:59+00:00,TEK05PLA,,,{E52979E5-8F23-4B2E-9525-666C6333238F},POINT (510936.7505999999 5156655.5600000005),-80.85730208607737,46.56337728561055
147405,RULE ST and BRODIE ST,6706,Continuous,No control,,,ACT,,RULE ST,,1.0,1.0,BRODIE ST,,,0.0,RULE ST|BRODIE ST,,,,,,Brodie Street,Rule Street,,,,,239.0,1731.0,,,1.0,,2022-12-13 19:33:14+00:00,TEK05PLA,,,{52AEF8A3-9762-4EF1-A72C-A2171930583F},POINT (510862.02990000043 5156547.009199999),-80.85827954968981,46.56240160256831
147395,MCDOUGAL ST and YOUNG ST,6684,Continuous,Stop sign,,,ACT,,YOUNG ST,,1.0,1.0,MCDOUGAL ST,,,0.0,YOUNG ST|MCDOUGAL ST,,,,,,Young Street,McDougall Street,Young Street,,,,2571.0,1303.0,2571.0,,1.0,,2022-12-13 19:33:27+00:00,TEK05PLA,,,{88B2658C-7934-49E6-85EC-F4B111DA372B},POINT (510780.7037000004 5156543.6702),-80.85934071356058,46.56237286307549
147394,,,Continuous,Stop sign,,,ACT,,,,,,,,,,,,,,,,McDougall Street,Unnamed Lane 181,,,,,1303.0,2088.0,,,1.0,,2022-12-13 19:33:36+00:00,TEK05PLA,,,{15DC7687-0926-416B-964F-1C3540E8E181},POINT (510781.0756000001 5156577.217499999),-80.85933508099274,46.562674763615846
147375,CHURCH ST and HENRY ST,6656,Continuous,No control,,,ACT,,CHURCH ST,,1.0,1.0,HENRY ST,,,0.0,CHURCH ST|HENRY ST,,,,,,Unnamed Lane 181,Church Street,,,,,2088.0,361.0,,,2.0,,2022-12-13 19:33:51+00:00,TEK05PLA,,,{EBF3D256-D6EB-491C-BE1D-6631DF12522F},POINT (510606.4093000004 5156577.919299999),-80.86161399777997,46.5626838589248
147377,YOUNG ST and CHURCH ST,6659,Continuous,Stop sign,,,ACT,,YOUNG ST,,1.0,1.0,CHURCH ST,,,0.0,YOUNG ST|CHURCH ST,,,,,,Church Street,Young Street,,,,,361.0,2571.0,,,1.0,,2022-12-13 19:34:03+00:00,TEK05PLA,,,{2017A1CD-9CB2-459D-8D7A-F6952A89CDE6},POINT (510607.4012000002 5156497.593),-80.86160289431974,46.561960952430184
147398,MINE RD and ARMSTRONG ST,6700,Continuous,No control,,,ACT,,MINE RD,,1.0,1.0,ARMSTRONG ST,,,0.0,MINE RD|ARMSTRONG ST,,,,,,Garson Mine Road,Pine Street,Pine Street,,,,1346.0,1587.0,1587.0,,2.0,,2022-12-13 19:34:32+00:00,TEK05PLA,,,{1D1290FB-F3C5-4E71-BF51-FA514A011C42},POINT (510809.5784 5156826.579500001),-80.8589573792383,46.56491842053021
147415,FALCONBRIDGE HWY and SPRUCE ST,6712,Continuous,Stop sign,,,ACT,,SPRUCE ST,,1.0,1.0,FALCONBRIDGE HWY,,,0.0,SPRUCE ST|FALCONBRIDGE HWY,,,,,,Falconbridge Road,Spruce Street,,,,,637.0,1843.0,,,2.0,,2022-12-13 19:34:47+00:00,TEK05PLA,,,{91AB14A0-2B86-4DF9-97A7-82DA85AAAB54},POINT (511014.45859999955 5156414.3017),-80.85629392238054,46.5612048299269
147566,,,Continuous,Stop sign,,,ACT,,,,,,,,,,,,,,,,Falconbridge Road,Skead Road,,,,,637.0,1817.0,,,1.0,,2022-12-13 19:35:08+00:00,TEK05PLA,,,{D116610D-E081-4D50-80DB-F90112D0E6B2},POINT (511747.0870000003 5157363.5186),-80.84671126431994,46.569734822833084
147565,SKEAD RD and PEACOCK ST,6855,Continuous,Stop sign,,,ACT,,PEACOCK ST,,1.0,1.0,SKEAD RD,,,0.0,PEACOCK ST|SKEAD RD,,,,,,Skead Road,Skead Road,,,,,1817.0,1817.0,,,1.0,,2022-12-13 19:35:26+00:00,TEK05PLA,,,{CEBDFBBA-F388-4224-BBC2-D9502B518304},POINT (511746.8180999998 5158126.073000001),-80.84669543702903,46.576597364144035
147567,KREKO ST and SKEAD RD,6859,Continuous,Stop sign,,,ACT,,KREKO ST,,1.0,1.0,SUNDERLAND RD,,,0.0,KREKO ST|SUNDERLAND RD,,,,,,Skead Road,Skead Road,Sunderland Road,,,,1817.0,1817.0,1914.0,,1.0,,2022-12-13 19:35:36+00:00,TEK05PLA,,,{1DF5470F-A91F-4C91-B06C-56FA7A2E6C19},POINT (511757.375 5158449.0743),-80.84654946239597,46.57950399674283
147319,SUNDERLAND RD and GARSON LAKE RD,6573,Continuous,Stop sign,,,ACT,,GARSON LAKE RD,,1.0,1.0,SUNDERLAND RD,,,0.0,GARSON LAKE RD|SUNDERLAND RD,,,,,,Garson Lake Road,Sunderland Road,,,,,755.0,1914.0,,,2.0,,2022-12-13 19:35:51+00:00,TEK05PLA,,,{EA1C302D-6C96-44F0-9A89-9476921EE95A},POINT (510226.3326000003 5158407.6055),-80.86653260892685,46.57915585997571
147568,CECIL ST and SKEAD RD,6866,Continuous,Stop sign,,,ACT,,SKEAD RD,,1.0,1.0,CECIL ST,,,0.0,SKEAD RD|CECIL ST,,,,,,Skead Road,Skead Road,,,,,1817.0,1817.0,,,1.0,,2022-12-13 19:36:08+00:00,TEK05PLA,,,{B6EF110A-DB25-4642-948D-8E0631D14ACA},POINT (511760.49710000027 5158565.665899999),-80.84650575372909,46.580553195944525
147569,FALCON ST and SKEAD RD,6868,Continuous,Stop sign,,,ACT,,SKEAD RD,,1.0,1.0,FALCON ST,,,0.0,SKEAD RD|FALCON ST,,,,,,Skead Road,Skead Road,,,,,1817.0,1817.0,,,1.0,,2022-12-13 19:36:20+00:00,TEK05PLA,,,{74EE23F0-455A-4E21-9C47-A38C47301A4B},POINT (511762.65469999984 5158660.887499999),-80.8464751747201,46.58141009480702
